"","Differential 1 - 2 Last (mV)","Differential 3 - 4 Last (mV)","Differential 5 - 6 Last (mV)","Differential 7 - 8 Last (mV)"
"1674653100","8.83","-4.01","10.83","0.55"
"1674653101","8.83","-4.00","10.83","0.59"
"1674653102","8.83","-3.99","10.82","0.63"
"1674653103","8.83","-4.00","10.81","0.61"
"1674653104","8.82","-3.99","10.82","0.56"
"1674653105","8.82","-3.99","10.82","0.54"
"1674653106","8.82","-3.98","10.83","0.57"
"1674653107","8.82","-3.98","10.82","0.62"
"1674653108","8.82","-3.99","10.81","0.63"
"1674653109","8.81","-3.99","10.82","0.58"
"1674653110","8.81","-3.99","10.82","0.54"
"1674653111","8.82","-3.99","10.83","0.56"
"1674653112","8.82","-3.99","10.82","0.61"
"1674653113","8.81","-4.00","10.82","0.63"
"1674653114","8.81","-4.01","10.81","0.59"
"1674653115","8.81","-4.01","10.82","0.54"
"1674653116","8.81","-4.01","10.83","0.55"
"1674653117","8.81","-4.01","10.82","0.60"
"1674653118","8.80","-4.03","10.81","0.62"
"1674653119","8.80","-4.04","10.81","0.59"
"1674653120","8.80","-4.04","10.82","0.54"
"1674653121","8.80","-4.04","10.83","0.54"
"1674653122","8.79","-4.04","10.82","0.58"
"1674653123","8.79","-4.06","10.81","0.62"
"1674653124","8.79","-4.07","10.81","0.59"
"1674653125","8.79","-4.07","10.82","0.54"
"1674653126","8.79","-4.07","10.82","0.53"
"1674653127","8.79","-4.07","10.82","0.57"
"1674653128","8.79","-4.08","10.81","0.61"
"1674653129","8.79","-4.09","10.81","0.60"
"1674653130","8.79","-4.10","10.82","0.53"
"1674653131","8.79","-4.10","10.83","0.51"
"1674653132","8.79","-4.10","10.83","0.55"
"1674653133","8.79","-4.11","10.82","0.59"
"1674653134","8.79","-4.12","10.82","0.59"
"1674653135","8.79","-4.13","10.82","0.54"
"1674653136","8.78","-4.12","10.82","0.52"
"1674653137","8.78","-4.12","10.83","0.53"
"1674653138","8.78","-4.13","10.83","0.58"
"1674653139","8.78","-4.14","10.82","0.59"
"1674653140","8.78","-4.15","10.81","0.56"
"1674653141","8.78","-4.15","10.82","0.51"
"1674653142","8.78","-4.14","10.83","0.52"
"1674653143","8.78","-4.14","10.82","0.58"
"1674653144","8.78","-4.15","10.81","0.60"
"1674653145","8.77","-4.16","10.81","0.57"
"1674653146","8.77","-4.16","10.82","0.52"
"1674653147","8.77","-4.16","10.82","0.52"
"1674653148","8.78","-4.15","10.82","0.57"
"1674653149","8.78","-4.16","10.81","0.60"
"1674653150","8.77","-4.17","10.81","0.57"
"1674653151","8.77","-4.17","10.82","0.52"
"1674653152","8.77","-4.17","10.82","0.51"
"1674653153","8.78","-4.16","10.82","0.56"
"1674653154","8.78","-4.17","10.81","0.60"
"1674653155","8.77","-4.18","10.81","0.58"
"1674653156","8.77","-4.18","10.82","0.52"
"1674653157","8.77","-4.17","10.82","0.51"
"1674653158","8.77","-4.17","10.82","0.56"
"1674653159","8.77","-4.18","10.81","0.59"
"1674653160","8.77","-4.18","10.81","0.57"
"1674653161","8.77","-4.18","10.81","0.52"
"1674653162","8.77","-4.17","10.82","0.51"
"1674653163","8.77","-4.17","10.82","0.56"
"1674653164","8.77","-4.18","10.81","0.59"
"1674653165","8.76","-4.18","10.81","0.55"
"1674653166","8.76","-4.18","10.82","0.50"
"1674653167","8.76","-4.17","10.82","0.50"
"1674653168","8.77","-4.17","10.82","0.55"
"1674653169","8.76","-4.17","10.81","0.59"
"1674653170","8.76","-4.18","10.80","0.55"
"1674653171","8.76","-4.18","10.82","0.49"
"1674653172","8.76","-4.17","10.82","0.50"
"1674653173","8.76","-4.17","10.82","0.56"
"1674653174","8.76","-4.17","10.82","0.57"
"1674653175","8.76","-4.18","10.83","0.49"
"1674653176","8.76","-4.18","10.84","0.45"
"1674653177","8.76","-4.17","10.86","0.42"
"1674653178","8.75","-4.16","10.84","0.49"
"1674653179","8.75","-4.17","10.82","0.52"
"1674653180","8.74","-4.17","10.83","0.48"
"1674653181","8.74","-4.16","10.83","0.45"
"1674653182","8.74","-4.15","10.83","0.47"
"1674653183","8.74","-4.15","10.82","0.55"
"1674653184","8.74","-4.16","10.81","0.55"
"1674653185","8.74","-4.16","10.81","0.52"
"1674653186","8.74","-4.15","10.82","0.47"
"1674653187","8.74","-4.14","10.82","0.51"
"1674653188","8.75","-4.14","10.81","0.56"
"1674653189","8.74","-4.14","10.80","0.56"
"1674653190","8.74","-4.14","10.80","0.49"
"1674653191","8.74","-4.12","10.81","0.48"
"1674653192","8.75","-4.12","10.81","0.54"
"1674653193","8.75","-4.12","10.80","0.58"
"1674653194","8.74","-4.12","10.79","0.55"
"1674653195","8.74","-4.11","10.80","0.49"
"1674653196","8.74","-4.09","10.81","0.50"
"1674653197","8.74","-4.08","10.80","0.56"
"1674653198","8.74","-4.09","10.79","0.57"
"1674653199","8.74","-4.08","10.79","0.52"
"1674653200","8.74","-4.07","10.80","0.48"
"1674653201","8.74","-4.06","10.80","0.50"
"1674653202","8.73","-4.05","10.81","0.52"
"1674653203","8.73","-4.06","10.80","0.52"
"1674653204","8.73","-4.06","10.81","0.46"
"1674653205","8.73","-4.05","10.81","0.45"
"1674653206","8.73","-4.04","10.80","0.49"
"1674653207","8.73","-4.04","10.79","0.54"
"1674653208","8.73","-4.04","10.78","0.55"
"1674653209","8.72","-4.04","10.78","0.51"
"1674653210","8.73","-4.04","10.79","0.47"
"1674653211","8.73","-4.03","10.79","0.50"
"1674653212","8.73","-4.03","10.78","0.55"
"1674653213","8.73","-4.04","10.78","0.55"
"1674653214","8.72","-4.05","10.78","0.51"
"1674653215","8.72","-4.04","10.78","0.47"
"1674653216","8.72","-4.04","10.79","0.48"
"1674653217","8.73","-4.04","10.78","0.54"
"1674653218","8.72","-4.05","10.77","0.55"
"1674653219","8.72","-4.05","10.77","0.50"
"1674653220","8.72","-4.05","10.78","0.46"
"1674653221","8.72","-4.04","10.78","0.47"
"1674653222","8.72","-4.04","10.78","0.52"
"1674653223","8.72","-4.05","10.77","0.55"
"1674653224","8.71","-4.06","10.77","0.50"
"1674653225","8.71","-4.05","10.78","0.46"
"1674653226","8.72","-4.04","10.78","0.46"
"1674653227","8.72","-4.04","10.78","0.51"
"1674653228","8.71","-4.05","10.78","0.55"
"1674653229","8.76","-4.09","10.73","0.57"
"1674653230","8.72","-4.20","10.82","0.44"
"1674653231","8.76","-3.95","10.64","0.48"
"1674653232","8.67","-3.89","10.72","0.51"
"1674653233","8.73","-3.97","10.92","0.49"
"1674653234","8.69","-4.15","10.74","0.54"
"1674653235","8.72","-4.25","10.09","0.45"
"1674653236","8.63","-4.10","9.29","0.38"
"1674653237","8.65","-4.27","8.17","0.45"
"1674653238","8.70","-4.33","8.02","0.43"
"1674653239","8.75","-4.79","8.57","0.57"
"1674653240","8.62","-4.92","8.10","0.34"
"1674653241","8.59","-4.88","7.07","0.23"
"1674653242","8.75","-4.31","6.77","0.32"
"1674653243","8.67","-3.85","7.01","0.35"
"1674653244","8.61","-3.89","6.69","0.08"
"1674653245","8.62","-3.75","6.63","-1.10"
"1674653246","8.86","-2.94","6.47","-0.77"
"1674653247","8.93","-2.79","6.33","-0.11"
"1674653248","8.75","-3.31","6.54","-0.76"
"1674653249","8.67","-3.31","6.50","-0.65"
"1674653250","8.67","-3.49","6.70","-1.08"
"1674653251","8.62","-3.57","6.85","-1.63"
"1674653252","8.62","-3.50","6.75","-2.10"
"1674653253","8.55","-3.94","6.89","-2.45"
"1674653254","8.39","-4.32","7.08","-2.38"
"1674653255","8.22","-4.16","7.29","-2.42"
"1674653256","8.15","-4.17","7.06","-2.50"
"1674653257","7.98","-4.53","7.08","-2.62"
"1674653258","7.72","-4.57","7.33","-2.40"
"1674653259","7.33","-4.38","7.26","-2.50"
"1674653260","7.25","-4.41","7.49","-2.64"
"1674653261","7.02","-4.61","7.31","-2.59"
"1674653262","6.76","-4.54","7.22","-2.45"
"1674653263","6.60","-4.77","7.58","-2.15"
"1674653264","6.52","-4.95","7.73","-2.17"
"1674653265","6.55","-5.04","7.59","-2.19"
"1674653266","6.52","-4.65","7.53","-2.33"
"1674653267","6.30","-4.70","7.56","-2.12"
"1674653268","6.22","-4.70","7.76","-1.83"
"1674653269","6.25","-4.78","7.67","-2.04"
"1674653270","6.11","-4.64","7.82","-2.05"
"1674653271","6.17","-4.36","7.76","-1.91"
"1674653272","6.03","-4.36","7.71","-1.66"
"1674653273","5.95","-4.43","8.14","-1.89"
"1674653274","6.09","-4.29","7.94","-1.89"
"1674653275","6.07","-4.49","7.85","-1.85"
"1674653276","5.94","-4.48","7.97","-1.86"
"1674653277","5.97","-4.54","8.28","-1.79"
"1674653278","6.00","-4.67","8.08","-1.92"
"1674653279","6.05","-4.73","8.02","-1.71"
"1674653280","5.85","-4.68","7.98","-1.61"
"1674653281","5.99","-4.55","8.03","-1.63"
"1674653282","6.04","-4.63","8.02","-1.55"
"1674653283","5.92","-4.41","8.19","-1.60"
"1674653284","6.17","-4.28","8.20","-1.31"
"1674653285","6.14","-4.07","8.05","-1.23"
"1674653286","6.19","-4.12","8.20","-1.26"
"1674653287","6.21","-4.52","8.18","-1.26"
"1674653288","6.12","-4.38","8.32","-1.37"
"1674653289","6.22","-4.41","8.07","-1.39"
"1674653290","6.23","-4.25","8.25","-1.41"
"1674653291","6.14","-4.39","8.43","-1.25"
"1674653292","6.09","-4.54","8.39","-1.32"
"1674653293","6.26","-4.53","8.20","-1.34"
"1674653294","6.27","-4.36","8.30","-1.21"
"1674653295","6.15","-4.42","8.49","-1.07"
"1674653296","6.22","-4.41","8.41","-1.16"
"1674653297","6.18","-4.44","8.50","-1.15"
"1674653298","6.22","-4.27","8.22","-1.04"
"1674653299","6.12","-4.21","8.25","-0.84"
"1674653300","6.12","-4.31","8.72","-0.96"
"1674653301","6.16","-4.47","8.70","-1.13"
"1674653302","6.21","-4.61","8.47","-1.03"
"1674653303","6.23","-4.24","8.32","-1.02"
"1674653304","6.18","-4.18","8.58","-0.78"
"1674653305","6.07","-4.09","8.85","-0.87"
"1674653306","6.24","-4.06","8.72","-0.96"
"1674653307","6.29","-4.13","8.60","-0.87"
"1674653308","6.21","-4.03","8.56","-0.91"
"1674653309","6.06","-4.06","8.87","-0.91"
"1674653310","6.15","-4.07","8.65","-0.77"
"1674653311","6.17","-4.19","8.93","-0.89"
"1674653312","6.26","-4.10","8.73","-0.88"
"1674653313","6.39","-4.02","8.51","-0.62"
"1674653314","6.32","-3.93","8.90","-0.59"
"1674653315","6.38","-3.94","8.79","-0.63"
"1674653316","6.46","-3.97","8.73","-0.49"
"1674653317","6.41","-4.14","8.81","-0.54"
"1674653318","6.31","-3.92","8.90","-0.49"
"1674653319","6.23","-3.91","8.99","-0.52"
"1674653320","6.31","-4.04","8.85","-0.57"
"1674653321","6.35","-4.14","8.91","-0.46"
"1674653322","6.19","-4.21","8.97","-0.54"
"1674653323","6.26","-4.05","8.87","-0.59"
"1674653324","6.34","-4.03","8.91","-0.55"
"1674653325","6.38","-4.06","8.83","-0.49"
"1674653326","6.30","-4.16","9.09","-0.30"
"1674653327","6.34","-4.13","8.99","-0.47"
"1674653328","6.45","-4.06","9.02","-0.53"
"1674653329","6.48","-3.96","8.79","-0.51"
"1674653330","6.36","-3.78","9.20","-0.40"
"1674653331","6.41","-3.85","9.11","-0.38"
"1674653332","6.51","-3.79","8.96","-0.34"
"1674653333","6.29","-3.78","9.15","-0.34"
"1674653334","6.49","-3.61","9.03","-0.31"
"1674653335","6.44","-3.59","9.06","-0.15"
"1674653336","6.38","-3.68","9.34","-0.19"
"1674653337","6.45","-3.82","9.16","-0.22"
"1674653338","6.47","-3.60","9.16","-0.35"
"1674653339","6.60","-3.79","9.07","-0.24"
"1674653340","6.46","-3.74","9.25","-0.16"
"1674653341","6.40","-3.68","9.34","-0.34"
"1674653342","6.55","-3.90","9.04","-0.27"
"1674653343","6.42","-3.70","9.24","-0.37"
"1674653344","6.44","-3.58","9.27","-0.32"
"1674653345","6.52","-3.82","9.17","-0.32"
"1674653346","6.55","-4.01","9.26","-0.22"
"1674653347","6.47","-3.96","9.25","-0.43"
"1674653348","6.63","-3.80","9.07","-0.41"
"1674653349","6.52","-3.86","9.25","-0.25"
"1674653350","6.55","-3.76","9.22","-0.16"
"1674653351","6.58","-3.90","9.34","-0.22"
"1674653352","6.76","-4.01","9.08","-0.27"
"1674653353","6.71","-3.78","9.13","-0.20"
"1674653354","6.64","-3.95","9.22","-0.19"
"1674653355","6.75","-3.91","9.11","-0.22"
"1674653356","6.74","-3.88","9.13","-0.15"
"1674653357","6.80","-4.00","9.16","-0.23"
"1674653358","6.71","-3.83","9.03","-0.14"
"1674653359","6.70","-3.62","9.34","-0.17"
"1674653360","6.74","-3.92","9.07","-0.06"
"1674653361","6.73","-3.86","9.30","-0.08"
"1674653362","6.64","-3.64","9.22","-0.22"
"1674653363","6.71","-3.74","9.00","-0.07"
"1674653364","6.69","-3.73","9.24","-0.06"
"1674653365","6.69","-3.82","9.23","-0.12"
"1674653366","6.87","-3.84","9.14","-0.10"
"1674653367","6.88","-3.68","9.21","-0.08"
"1674653368","6.75","-3.57","9.05","-0.15"
"1674653369","6.88","-3.67","9.13","-0.31"
"1674653370","6.89","-3.81","9.32","-0.14"
"1674653371","6.98","-3.73","9.22","-0.18"
"1674653372","6.81","-3.76","9.41","-0.11"
"1674653373","6.88","-3.75","9.21","-0.12"
"1674653374","6.89","-3.70","9.42","0.02"
"1674653375","6.76","-3.66","9.38","-0.05"
"1674653376","6.83","-3.83","9.35","-0.08"
"1674653377","6.71","-3.55","9.27","-0.02"
"1674653378","6.77","-3.74","9.15","-0.04"
"1674653379","6.80","-4.02","9.37","0.00"
"1674653380","6.71","-4.11","9.57","-0.06"
"1674653381","6.96","-4.00","9.30","-0.16"
"1674653382","6.86","-3.93","9.32","-0.11"
"1674653383","6.93","-4.00","9.53","-0.14"
"1674653384","6.89","-4.00","9.38","-0.10"
"1674653385","7.00","-3.94","9.48","-0.19"
"1674653386","6.97","-3.83","9.38","-0.07"
"1674653387","6.88","-3.68","9.33","-0.10"
"1674653388","6.97","-3.66","9.40","0.02"
"1674653389","6.83","-3.81","9.43","0.07"
"1674653390","6.92","-3.75","9.45","-0.06"
"1674653391","6.90","-3.71","9.40","-0.07"
"1674653392","6.99","-3.88","9.16","0.03"
"1674653393","6.91","-3.80","9.40","0.04"
"1674653394","6.89","-3.67","9.38","-0.16"
"1674653395","7.01","-3.73","9.36","0.03"
"1674653396","6.87","-3.96","9.49","-0.03"
"1674653397","6.88","-3.86","9.51","0.01"
"1674653398","6.97","-3.74","9.44","-0.02"
"1674653399","6.99","-3.73","9.38","-0.03"
"1674653400","7.01","-3.74","9.31","0.06"
"1674653401","6.95","-3.85","9.26","0.12"
"1674653402","6.91","-3.69","9.36","0.07"
"1674653403","7.00","-3.78","9.63","-0.03"
"1674653404","6.95","-3.76","9.64","-0.12"
"1674653405","7.05","-3.62","9.32","-0.21"
"1674653406","7.02","-3.61","9.46","-0.07"
"1674653407","6.85","-3.54","9.47","-0.15"
"1674653408","7.00","-3.46","9.34","-0.14"
"1674653409","6.92","-3.53","9.50","-0.08"
"1674653410","6.96","-3.40","9.53","-0.16"
"1674653411","6.97","-3.23","9.52","-0.14"
"1674653412","7.03","-3.49","9.39","-0.13"
"1674653413","7.06","-3.67","9.42","-0.05"
"1674653414","7.07","-3.65","9.51","-0.08"
"1674653415","6.98","-3.62","9.55","-0.20"
"1674653416","7.07","-3.56","9.49","-0.12"
"1674653417","7.12","-3.76","9.36","-0.05"
"1674653418","7.07","-3.78","9.60","-0.04"
"1674653419","7.09","-3.50","9.51","-0.16"
"1674653420","7.16","-3.52","9.47","-0.03"
"1674653421","7.03","-3.40","9.37","-0.06"
"1674653422","7.04","-3.46","9.44","-0.10"
"1674653423","7.12","-3.76","9.43","-0.02"
"1674653424","7.16","-3.91","9.46","-0.02"
"1674653425","7.07","-3.70","9.64","0.06"
"1674653426","7.10","-3.41","9.63","0.02"
"1674653427","7.12","-3.54","9.48","0.11"
"1674653428","7.16","-3.51","9.61","0.04"
"1674653429","7.19","-3.54","9.65","-0.03"
"1674653430","7.30","-3.58","9.55","-0.10"
"1674653431","7.30","-3.28","9.52","-0.03"
"1674653432","7.23","-3.53","9.55","0.12"
"1674653433","7.19","-3.58","9.64","-0.03"
"1674653434","7.33","-3.30","9.56","-0.10"
"1674653435","7.21","-3.27","9.63","0.00"
"1674653436","7.16","-3.31","9.63","-0.01"
"1674653437","7.15","-3.40","9.68","-0.05"
"1674653438","7.37","-3.40","9.45","-0.04"
"1674653439","7.22","-3.47","9.60","-0.07"
"1674653440","7.38","-3.30","9.52","-0.03"
"1674653441","7.27","-3.42","9.60","0.12"
"1674653442","7.32","-3.41","9.76","0.00"
"1674653443","7.47","-3.56","9.47","0.00"
"1674653444","7.43","-3.40","9.46","-0.09"
"1674653445","7.32","-3.39","9.40","0.07"
"1674653446","7.25","-3.47","9.64","0.03"
"1674653447","7.35","-3.42","9.72","-0.01"
"1674653448","7.41","-3.64","9.53","0.08"
"1674653449","7.22","-3.50","9.48","-0.01"
"1674653450","7.36","-3.34","9.69","-0.03"
"1674653451","7.27","-3.52","9.82","-0.01"
"1674653452","7.39","-3.56","9.72","-0.02"
"1674653453","7.28","-3.59","9.75","0.03"
"1674653454","7.26","-3.50","9.53","-0.06"
"1674653455","7.36","-3.73","9.49","0.06"
"1674653456","7.19","-3.72","9.70","0.06"
"1674653457","7.36","-3.54","9.59","0.05"
"1674653458","7.24","-3.49","9.57","0.03"
"1674653459","7.21","-3.56","9.58","-0.04"
"1674653460","7.37","-3.54","9.44","0.07"
"1674653461","7.26","-3.66","9.69","0.03"
"1674653462","7.40","-3.56","9.65","-0.11"
"1674653463","7.40","-3.26","9.54","0.01"
"1674653464","7.32","-3.28","9.37","0.01"
"1674653465","7.28","-3.51","9.67","0.06"
"1674653466","7.25","-3.50","9.80","-0.05"
"1674653467","7.38","-3.70","9.55","0.05"
"1674653468","7.24","-3.38","9.52","-0.01"
"1674653469","7.25","-3.57","9.46","0.03"
"1674653470","7.38","-3.48","9.74","0.05"
"1674653471","7.40","-3.41","9.79","-0.03"
"1674653472","7.41","-3.64","9.50","-0.01"
"1674653473","7.28","-3.47","9.73","-0.02"
"1674653474","7.30","-3.47","9.68","-0.04"
"1674653475","7.34","-3.56","9.78","0.08"
"1674653476","7.20","-3.53","9.83","-0.03"
"1674653477","7.25","-3.45","9.64","-0.06"
"1674653478","7.29","-3.38","9.58","-0.07"
"1674653479","7.29","-3.29","9.39","0.02"
"1674653480","7.17","-3.35","9.72","0.00"
"1674653481","7.31","-3.57","9.69","0.02"
"1674653482","7.28","-3.51","9.75","0.00"
"1674653483","7.29","-3.22","9.68","-0.06"
"1674653484","7.22","-3.29","9.54","-0.05"
"1674653485","7.35","-3.38","9.60","0.11"
"1674653486","7.32","-3.41","9.92","0.03"
"1674653487","7.42","-3.59","9.65","-0.12"
"1674653488","7.42","-3.43","9.65","0.02"
"1674653489","7.32","-3.52","9.49","-0.01"
"1674653490","7.45","-3.50","9.75","-0.04"
"1674653491","7.45","-3.46","9.80","-0.03"
"1674653492","7.51","-3.44","9.60","-0.02"
"1674653493","7.43","-3.58","9.72","0.04"
"1674653494","7.35","-3.34","9.53","-0.07"
"1674653495","7.43","-3.29","9.64","0.10"
"1674653496","7.33","-3.49","9.89","0.01"
"1674653497","7.43","-3.52","9.77","-0.10"
"1674653498","7.48","-3.41","9.56","0.03"
"1674653499","7.42","-3.30","9.63","0.09"
"1674653500","7.46","-3.24","9.89","0.01"
"1674653501","7.52","-3.20","9.67","-0.02"
"1674653502","7.62","-3.34","9.62","0.04"
"1674653503","7.44","-3.04","9.77","-0.09"
"1674653504","7.52","-3.15","9.54","-0.03"
"1674653505","7.55","-3.42","9.67","0.10"
"1674653506","7.39","-3.22","9.95","-0.02"
"1674653507","7.60","-3.20","9.64","-0.04"
"1674653508","7.50","-3.17","9.62","0.01"
"1674653509","7.43","-3.24","9.62","-0.03"
"1674653510","7.56","-3.34","9.68","0.01"
"1674653511","7.56","-3.57","9.67","-0.01"
"1674653512","7.52","-3.40","9.72","0.00"
"1674653513","7.51","-3.30","9.72","-0.08"
"1674653514","7.62","-3.25","9.74","0.08"
"1674653515","7.49","-3.45","9.98","-0.02"
"1674653516","7.60","-3.51","9.71","-0.06"
"1674653517","7.60","-3.47","9.75","-0.13"
"1674653518","7.59","-3.32","9.70","-0.05"
"1674653519","7.55","-3.64","9.55","0.07"
"1674653520","7.43","-3.51","9.95","-0.04"
"1674653521","7.56","-3.61","9.72","0.01"
"1674653522","7.52","-3.57","9.77","-0.03"
"1674653523","7.47","-3.23","9.64","-0.12"
"1674653524","7.43","-3.32","9.67","-0.02"
"1674653525","7.55","-3.32","9.72","-0.08"
"1674653526","7.60","-3.34","9.64","-0.03"
"1674653527","7.54","-3.48","9.78","-0.06"
"1674653528","7.46","-3.37","9.83","-0.08"
"1674653529","7.51","-3.36","9.74","-0.03"
"1674653530","7.46","-3.29","9.70","0.05"
"1674653531","7.54","-3.28","9.65","0.04"
"1674653532","7.46","-3.18","9.72","-0.14"
"1674653533","7.62","-3.10","9.66","0.02"
"1674653534","7.44","-3.20","9.68","-0.03"
"1674653535","7.57","-3.08","9.69","-0.07"
"1674653536","7.57","-3.31","9.69","0.07"
"1674653537","7.61","-3.22","9.72","-0.01"
"1674653538","7.51","-2.91","9.82","-0.01"
"1674653539","7.59","-3.04","9.59","-0.03"
"1674653540","7.64","-3.17","9.67","-0.01"
"1674653541","7.66","-3.16","9.76","0.04"
"1674653542","7.64","-3.16","9.71","-0.08"
"1674653543","7.76","-2.97","9.64","-0.04"
"1674653544","7.74","-3.14","9.54","-0.04"
"1674653545","7.66","-3.24","9.64","0.09"
